player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Riley Neal,35543,QB,BALL ST,9,34.5,0,117,68.8,62.2,60.0,0,0,1,0.3,0.2,100.0,1,0,0,236,0,0,0,685,1,404,0,0,235,0
Moe Ways,84149,WR,CAL,12,39.5,0,130,58.7,,63.4,0,0,0,0.0,0.0,,0,0,0,236,0,0,0,598,0,362,0,0,236,0
Will Bryan,46113,T,GA TECH,7,100.0,0,176,72.4,65.6,70.5,1,1,57,100.0,100.0,98.2,1,2,0,236,0,0,57,236,60,60,89,74,176,16
Sawyer Smith,46505,QB,TROY,13,41.9,0,318,66.2,,60.0,0,0,0,0.0,0.0,,5,0,0,236,0,0,0,563,0,259,0,0,236,0
Jack Sorenson,41983,WR,MIAMI OH,12,39.8,0,221,70.8,67.8,56.2,0,0,1,0.3,0.3,100.0,2,0,0,235,0,0,0,591,1,357,0,0,234,3
Brock Purdy,77672,QB,IOWA STATE,10,39.9,0,193,89.3,,60.1,0,0,0,0.0,0.0,,2,0,0,235,0,0,0,589,0,293,0,0,235,0
Johnathan Boone,40288,WR,NEW MEX ST,12,31.0,1,242,63.5,,47.8,0,0,0,0.0,0.0,,2,0,0,235,0,0,0,757,0,522,0,0,235,3
Jeremiah Miller,54523,WR,COAST CAR,12,51.6,0,141,61.4,,59.7,0,0,0,0.0,0.0,,0,0,0,235,0,0,0,455,0,220,0,0,235,0
Darion Anderson,40989,WR,GA SOUTHRN,13,77.6,1,174,62.8,,74.5,0,0,0,0.0,0.0,,3,0,0,235,0,0,0,303,0,66,0,0,235,1
Marquez Callaway,42295,WR,TENNESSEE,12,43.6,0,307,76.1,,62.8,0,0,0,0.0,0.0,,1,0,0,235,0,0,0,539,0,304,0,0,235,0
Solomon Enis,84473,WR,UTAH,14,50.2,0,328,55.2,,75.2,0,0,0,0.0,0.0,,1,0,0,235,0,0,0,468,0,233,0,0,235,0
Jeff Smith,48055,WR,BOSTON COL,12,48.2,0,121,59.1,63.6,59.4,0,0,1,0.4,0.4,100.0,1,0,0,234,0,0,0,485,1,233,0,0,233,24
Jaime Navarro,81533,T,S JOSE ST,4,100.0,0,285,52.1,69.3,46.4,1,3,151,100.0,100.0,98.7,3,4,0,234,0,0,0,234,161,161,0,234,73,0
Tucker Fisk,52286,TE,STANFORD,13,96.7,0,300,53.5,63.0,55.4,1,2,43,84.3,86.2,96.5,1,3,0,233,0,0,0,241,50,58,0,0,183,239
Hunter Renfrow,47509,WR,CLEMSON,15,41.3,0,140,71.9,,63.9,0,0,0,0.0,0.0,,0,0,0,233,0,0,0,564,0,331,0,0,233,0
Evan Butts,47365,TE,VIRGINIA,13,57.5,0,335,62.9,58.6,64.5,0,1,46,22.1,21.5,96.7,1,2,1,233,0,0,0,405,47,219,0,0,186,335
Badara Traore,82001,T,LSU,6,100.0,0,211,65.5,63.6,65.4,3,0,90,100.0,100.0,98.3,3,3,0,233,0,0,117,233,94,94,0,115,139,1
Warren Redix,47672,WR,UTEP,11,44.1,0,330,69.4,41.1,65.3,0,0,0,0.0,0.0,,0,0,0,233,0,0,0,528,0,295,0,0,233,3
Ben Hicks,46595,QB,SMU,12,34.1,0,287,68.2,81.4,60.2,0,0,2,0.5,0.5,100.0,0,0,0,233,0,0,0,684,2,432,0,0,231,0
Adrian Martinez,83522,QB,NEBRASKA,11,31.1,0,238,73.9,,60.0,0,0,0,0.0,0.0,,6,0,0,233,0,0,0,749,0,422,0,0,233,0
Cameron Butler,52019,TE,COLO STATE,12,49.3,0,144,68.7,60.3,66.5,2,1,54,19.3,20.1,95.4,2,4,1,232,0,0,2,471,60,299,0,0,172,261
Jordan Cronkrite,39192,HB,USF,12,43.9,0,327,69.4,78.9,67.4,1,5,179,63.0,63.3,97.2,0,8,2,232,0,0,0,529,190,300,0,0,42,0
Kobay White,40782,WR,BOSTON COL,12,50.5,0,121,70.2,62.1,58.6,0,0,1,0.5,0.4,100.0,1,0,0,232,0,0,0,459,1,223,0,0,231,16
Dallin Holker,83946,TE,BYU,13,58.6,0,128,57.4,38.4,52.0,0,3,23,12.9,12.8,93.5,3,3,0,232,0,0,1,396,24,188,0,2,208,236
Alfred Smith,27006,WR,LA TECH,13,34.2,0,208,57.1,61.7,70.5,0,0,6,1.4,1.3,100.0,1,0,0,232,0,0,0,678,6,451,0,0,226,20
Marcel Williams,61409,WR,MARSHALL,13,43.3,0,214,56.8,,48.5,0,0,0,0.0,0.0,,2,0,0,232,0,0,0,536,0,301,0,0,232,0
Ko Kieft,41372,TE,MINNESOTA,13,87.5,1,225,74.5,42.4,77.4,2,3,45,61.6,58.8,94.4,1,5,0,232,0,0,1,265,47,80,0,0,185,255
DeAndre Thompkins,48211,WR,PENN STATE,13,46.9,0,266,53.3,64.4,62.7,0,0,1,0.4,0.4,100.0,0,0,0,232,0,0,0,495,1,264,0,0,231,0
Ronald Cleveland,37707,WR,AIR FORCE,7,63.2,0,101,72.1,,60.2,0,0,0,0.0,0.0,,0,0,0,232,0,0,0,367,0,95,0,0,232,165
Kaleb Slaven,40645,T,BALL ST,3,100.0,0,117,64.7,58.8,64.4,0,7,123,100.0,100.0,97.2,1,7,0,231,0,0,231,231,127,127,0,0,104,0
Hasise Dubois,48298,WR,VIRGINIA,13,39.2,1,335,71.1,,88.3,0,0,0,0.0,0.0,,3,0,0,231,0,0,0,589,0,357,0,0,231,1
Trey McBride,75916,TE,COLO STATE,12,59.2,0,144,50.2,74.7,61.7,0,1,58,28.2,27.6,99.1,3,1,0,231,0,0,0,390,60,217,0,0,171,273
Logan Wright,57218,HB,GA SOUTHRN,13,75.2,0,174,77.9,62.6,63.7,1,1,19,39.6,41.2,94.7,0,2,0,231,0,0,0,307,21,51,0,0,210,1
T.J. Vasher,42135,WR,TEXAS TECH,11,32.7,0,315,68.8,,55.7,0,0,0,0.0,0.0,,1,0,0,231,0,0,0,707,0,476,0,0,231,0
Mekhi Stevenson,28983,WR,UNLV,12,47.8,1,325,56.5,54.1,58.3,0,0,0,0.0,0.0,,2,0,0,231,0,0,0,483,0,252,0,0,231,0
Alec Ingold,34934,FB,WISCONSIN,13,77.8,0,349,85.1,35.1,78.9,0,0,15,28.3,27.3,100.0,1,0,0,231,0,0,0,297,15,55,0,0,216,78
D.J. Brown,33750,WR,N ILLINOIS,14,34.5,1,254,61.2,,60.7,0,0,0,0.0,0.0,,4,0,0,231,0,0,0,670,0,421,0,0,231,0
JD Spielman,39935,WR,NEBRASKA,10,41.9,0,238,84.8,,65.1,0,0,0,0.0,0.0,,0,0,0,231,0,0,0,551,0,313,0,0,231,4
Gary Jennings,48331,WR,W VIRGINIA,11,39.2,0,343,81.4,,49.1,0,0,0,0.0,0.0,,2,0,0,231,0,0,0,589,0,358,0,0,231,0
Jacob Graner,45544,G,UTSA,7,100.0,0,331,59.3,64.9,55.2,0,4,144,100.0,100.0,97.2,0,6,2,231,0,145,0,231,147,147,86,0,84,0
Antwan Dixon,33173,WR,KENT STATE,12,36.6,0,201,65.1,63.6,56.3,0,0,1,0.3,0.3,100.0,0,0,0,230,0,0,0,629,1,396,0,0,229,0
Gatlin Casey,78882,WR,MIDDLE TN,12,36.7,1,224,62.0,,76.4,0,0,0,0.0,0.0,,2,0,0,230,0,0,0,626,0,396,0,0,230,0
Dillon Stoner,48304,WR,OKLA STATE,12,38.5,0,262,69.8,,58.3,0,0,0,0.0,0.0,,0,0,0,230,0,0,0,598,0,368,0,0,230,0
Ian Book,40216,QB,NOTRE DAME,12,34.1,0,258,70.2,,60.0,0,0,0,0.0,0.0,,1,0,0,230,0,0,0,674,0,395,0,0,230,0
Daniel Parker Jr.,82343,TE,MISSOURI,11,85.2,1,229,59.1,54.4,56.4,0,0,42,52.5,54.0,100.0,1,0,0,230,0,0,0,270,47,87,0,0,183,247
Jaelan Austin,47777,WR,TCU,12,47.6,0,305,52.5,,58.1,0,0,0,0.0,0.0,,2,0,0,230,0,0,0,483,0,253,0,0,230,0
Olabisi Johnson,47882,WR,COLO STATE,11,35.0,0,144,74.8,,58.7,0,0,0,0.0,0.0,,3,0,0,229,0,0,0,655,0,426,0,0,229,2
Tyler Huntley,46448,QB,UTAH,9,37.9,0,328,78.0,86.8,60.1,0,0,3,1.0,1.0,100.0,0,0,0,229,0,0,0,604,3,305,0,0,226,1
Jeremiah Booker,38977,WR,KANSAS,11,41.1,1,198,61.3,,68.1,0,0,0,0.0,0.0,,1,0,0,229,0,0,0,557,0,328,0,0,229,0
A.J. Taylor,29615,WR,WISCONSIN,13,43.6,0,349,68.5,,62.5,0,0,0,0.0,0.0,,1,0,0,229,0,0,0,525,0,296,0,0,229,1
Michael Pittman Jr.,29049,WR,USC,11,39.1,0,326,68.2,,69.9,0,0,0,0.0,0.0,,4,0,0,229,0,0,0,586,0,356,0,0,229,5
CJ Bolar,84498,WR,VANDERBILT,13,42.7,0,333,66.1,,65.9,0,0,0,0.0,0.0,,1,0,0,229,0,0,0,536,0,305,0,0,229,0
Glen Coates,41242,WR,ARMY,11,81.8,0,114,62.8,,60.2,0,0,0,0.0,0.0,,2,0,0,229,0,0,0,280,0,49,0,0,229,0
Cole Kmet,60995,TE,NOTRE DAME,11,63.7,1,258,57.6,59.8,50.1,0,2,50,28.7,28.2,96.0,4,3,1,228,0,0,0,358,51,181,0,0,177,231
George Rushing,48159,WR,BUFFALO,14,48.7,0,126,50.3,,62.6,0,0,0,0.0,0.0,,2,0,0,228,0,0,0,468,0,240,0,0,228,1
Matt Skibinski,37326,T,MIAMI OH,9,100.0,0,221,59.3,64.5,55.4,0,2,96,100.0,100.0,97.9,0,3,1,228,0,0,19,228,102,102,0,209,126,0
Geraud Sanders,61094,WR,AIR FORCE,11,76.5,0,101,74.6,,58.1,0,0,0,0.0,0.0,,2,0,0,228,0,0,0,298,0,70,0,0,228,55
Adam Dulka,44293,TE,KENT STATE,12,76.3,1,201,58.6,59.8,44.3,0,6,75,54.0,55.7,94.7,2,7,1,228,0,0,2,299,88,158,0,0,140,201
Brandon Jones,59812,G,LA MONROE,12,100.0,0,209,50.7,59.5,47.8,0,7,127,100.0,100.0,97.2,1,7,0,227,0,226,1,227,132,132,0,0,95,0
Lawrence Cager,34914,WR,MIAMI FL,13,45.2,0,220,63.8,,67.8,0,0,0,0.0,0.0,,2,0,0,227,0,0,0,502,0,275,0,0,227,0
Adam Amosa-Tagovailoa,47106,T,NAVY,9,99.1,0,237,48.7,17.6,54.1,1,2,48,96.0,96.2,88.5,0,7,4,227,0,0,166,229,51,53,0,47,176,15
Tony Pollard,27126,HB,MEMPHIS,14,39.1,0,218,78.5,26.0,59.9,0,1,7,2.6,2.8,78.6,1,2,1,227,0,0,0,581,8,283,0,0,219,0
Jordan Mitchell,34997,WR,SO MISS,11,43.4,0,296,64.4,,52.2,0,0,0,0.0,0.0,,1,0,0,226,0,0,0,521,0,295,0,0,226,0
Nick Dennis,75405,G,SMU,7,100.0,0,287,65.2,74.7,61.6,1,4,121,100.0,100.0,97.9,0,5,0,226,0,3,0,226,131,131,222,0,95,0
Deionte Noel,28140,G,OKLA STATE,6,100.0,0,262,56.1,55.2,54.0,1,3,123,100.0,100.0,98.4,0,4,0,226,19,116,0,226,130,130,91,0,96,0
Tony Brown,48344,WR,COLORADO,12,40.6,0,143,60.2,,66.7,0,0,0,0.0,0.0,,1,0,0,226,0,0,0,556,0,329,0,0,226,7
Donald Hammond III,82065,QB,AIR FORCE,9,57.5,0,101,74.5,62.2,60.0,0,0,1,1.4,1.3,100.0,0,0,0,226,0,0,0,393,1,78,0,0,225,0
Wesley Fields,34554,HB,GA SOUTHRN,12,43.9,0,174,78.8,62.0,67.6,0,1,19,18.4,19.4,97.4,0,1,0,225,0,0,0,513,21,108,0,0,204,3
Aaron Cephus,40121,WR,RICE,11,38.1,0,275,74.6,,59.0,0,0,0,0.0,0.0,,3,0,0,225,0,0,0,591,0,366,0,0,225,0
Jabril Clewis,27276,WR,TULANE,13,51.0,0,319,57.1,,59.7,0,0,0,0.0,0.0,,0,0,0,225,0,0,0,441,0,216,0,0,225,0
Jakobi Meyers,47468,WR,NC STATE,12,35.2,0,248,82.5,76.2,53.5,0,0,2,0.5,0.5,100.0,3,0,0,225,0,0,0,639,2,414,0,0,223,16
Ryan Luehrman,42371,TE,OHIO,9,79.8,0,259,59.7,75.3,67.0,0,0,39,41.9,41.2,100.0,0,0,0,225,0,0,0,282,40,97,0,0,185,184
Chris Cunningham,47312,TE,VA TECH,10,68.8,0,337,62.9,55.9,69.2,0,1,38,27.7,28.2,96.1,3,2,1,225,0,0,0,327,40,142,0,0,185,225
Tee Higgins,61211,WR,CLEMSON,15,40.8,0,140,87.7,,64.1,0,0,0,0.0,0.0,,1,0,0,225,0,0,0,551,0,326,0,0,225,0
Roy Hemsley,37288,G,ARIZONA ST,11,100.0,0,110,62.8,79.5,61.4,0,2,119,100.0,100.0,99.2,2,2,0,224,0,188,0,224,124,124,36,0,100,0
Jake Paulson,55242,TE,MINNESOTA,12,84.5,0,225,73.1,60.2,78.9,2,1,70,64.2,64.0,96.4,1,4,1,224,0,0,1,265,73,114,0,3,151,226
Desmond Phillips,40244,WR,TOLEDO,13,46.0,0,316,53.2,65.4,56.5,0,0,1,0.4,0.8,100.0,0,0,0,224,0,0,0,487,2,265,0,0,222,0
Brian Lewerke,34412,QB,MICH STATE,11,32.2,0,223,50.8,,60.4,0,0,0,0.0,0.0,,3,0,0,224,0,0,0,695,0,416,0,0,224,0
DaMarkus Lodge,47858,WR,OLE MISS,11,35.3,0,226,78.0,,80.6,0,0,0,0.0,0.0,,2,0,0,224,0,0,0,634,0,410,0,0,224,0
Jake Bargas,47044,TE,N CAROLINA,11,61.2,0,245,53.2,62.0,56.4,1,2,29,17.1,18.4,94.8,1,3,0,224,0,0,0,366,32,174,0,1,192,104
Parris Campbell,47940,WR,OHIO STATE,14,40.0,0,260,86.0,71.0,65.4,0,0,2,0.6,0.6,100.0,0,0,0,224,0,0,0,560,2,330,0,0,222,6
Terrance Davis,46756,G,MARYLAND,6,100.0,0,215,63.6,79.0,61.6,0,1,86,100.0,100.0,98.3,1,2,1,223,0,13,0,223,89,89,210,0,134,0
Adam Prentice,35639,FB,COLO STATE,12,73.1,0,144,63.3,78.6,59.8,0,2,51,45.5,45.0,98.0,3,2,0,223,0,0,0,305,54,120,0,0,169,28
Ryan Davis,48186,WR,AUBURN,13,40.0,0,115,68.6,,63.5,0,0,0,0.0,0.0,,0,0,0,223,0,0,0,558,0,333,0,0,223,1
Cole Spencer,60236,T,W KENTUCKY,3,100.0,0,346,64.5,73.1,59.8,0,5,127,100.0,100.0,97.2,1,6,1,223,0,0,223,223,132,132,0,0,91,0
Luke Fortner,42028,G,KENTUCKY,12,100.0,0,202,65.6,83.0,64.7,0,2,100,100.0,100.0,99.0,2,2,0,223,9,170,0,223,105,105,44,0,118,0
Ellis McKennie,46811,T,MARYLAND,11,98.7,0,215,60.7,71.0,57.1,0,3,86,96.6,96.7,97.1,0,4,1,222,18,0,34,225,89,92,84,76,133,12
Moral Stephens,47351,TE,FLORIDA,12,66.5,0,163,56.5,56.2,55.9,0,2,33,23.7,23.3,97.0,2,2,0,222,0,0,2,334,34,146,0,0,188,239
Kiel Pollard,42066,TE,S CAROLINA,13,55.1,0,289,55.0,77.6,57.6,0,0,29,14.8,15.5,100.0,0,0,0,221,0,0,0,401,33,213,0,0,188,185
Kyle Horn,36296,TE,UMASS,9,49.4,0,216,56.1,53.5,62.6,0,3,29,11.9,12.7,91.4,0,4,1,221,0,0,19,447,33,259,0,32,188,206
Andrew Homer,41269,TE,MIAMI OH,12,56.8,0,221,60.2,77.8,44.3,0,0,32,16.7,18.0,100.0,0,0,0,221,0,0,0,389,37,205,0,1,184,240
Anselem Umeh,40280,WR,NEW MEXICO,11,56.4,0,241,64.8,,62.8,0,0,0,0.0,0.0,,1,0,0,221,0,0,0,392,0,171,0,0,221,0
Keishawn Watson,29607,WR,W MICHIGAN,12,54.7,0,347,69.6,,63.1,0,0,0,0.0,0.0,,0,0,0,221,0,0,0,404,0,183,0,0,221,0
Alex Locklear,37223,T,MARSHALL,9,100.0,0,214,52.6,52.0,56.9,0,7,111,100.0,100.0,94.1,2,10,3,220,0,0,0,220,119,119,0,220,101,0
Trayveon Williams,45775,HB,TEXAS A&M,13,27.0,0,312,82.5,57.6,61.9,2,6,115,28.1,27.5,96.5,0,8,0,220,0,0,0,816,122,444,0,0,98,0
Austin Maloney,33846,WR,FIU,13,43.6,0,166,75.8,,68.8,0,0,0,0.0,0.0,,1,0,0,220,0,0,0,505,0,285,0,0,220,0
Jarrod Jackson,48252,WR,LA LAFAYET,14,45.4,0,207,61.4,,58.5,0,0,0,0.0,0.0,,1,0,0,220,0,0,0,485,0,265,0,0,220,6
Bailey Smith,46208,C,TEXAS TECH,6,100.0,0,315,55.8,77.0,58.5,0,1,122,100.0,100.0,99.6,4,1,0,220,219,0,0,220,129,129,0,0,91,1
Patrick Carr,34491,HB,HOUSTON,13,47.1,0,182,79.7,90.8,62.5,0,2,156,65.0,65.1,98.7,0,3,1,220,0,0,0,467,168,258,0,0,52,0
Jamire Jordan,47514,WR,FRESNO ST,14,42.4,0,169,57.5,,62.1,0,0,0,0.0,0.0,,3,0,0,219,0,0,0,516,0,296,0,0,219,0
Joey Nu'uanu-Kuhi'iki,38582,T,HAWAII,9,100.0,0,180,51.5,56.6,55.6,2,5,138,100.0,100.0,95.3,4,10,3,219,0,0,7,219,147,147,0,207,72,5
Rondale Moore,62890,WR,PURDUE,13,29.1,0,273,88.8,,71.8,0,0,0,0.0,0.0,,0,0,0,219,0,0,0,753,0,511,0,0,219,2
Teagan Quitoriano,84036,TE,OREGON ST,10,84.6,0,265,42.1,57.6,48.2,1,1,52,57.1,58.3,98.1,4,2,0,219,0,0,0,259,56,96,0,0,163,236
Frank Darby,40988,WR,ARIZONA ST,13,41.5,0,110,58.9,,54.5,0,0,0,0.0,0.0,,0,0,0,218,0,0,0,525,0,307,0,0,218,0
Chris Minter,47239,TE,TULSA,8,84.2,0,320,43.5,60.1,41.9,0,0,30,43.5,42.3,96.7,0,1,1,218,0,0,2,259,30,71,0,1,188,179
Trey Adams,46310,T,WASHINGTON,4,100.0,0,340,52.4,37.9,62.2,1,5,105,100.0,100.0,95.2,3,8,2,218,0,0,218,218,112,112,0,0,106,0
Jesse Jackson,47827,WR,MISS STATE,13,55.4,0,227,59.0,,80.8,0,0,0,0.0,0.0,,0,0,0,217,0,0,0,392,0,175,0,0,217,0
Nick Fitzgerald,46497,QB,MISS STATE,12,29.1,0,227,69.4,,60.0,0,0,0,0.0,0.0,,3,0,0,216,0,0,0,741,0,348,0,0,216,0
Reggie Roberson Jr.,61815,WR,SMU,10,38.3,0,287,71.9,62.1,77.0,0,0,1,0.3,0.3,100.0,2,0,0,216,0,0,0,564,1,346,0,0,215,1
Andre Wilson,61746,WR,UAB,14,47.1,0,321,76.8,,64.9,0,0,0,0.0,0.0,,0,0,0,216,0,0,0,459,0,236,0,0,216,0
Frank Fillip,81624,T,COLORADO,8,100.0,0,143,48.4,44.4,52.4,0,7,105,100.0,100.0,95.7,2,8,1,216,0,0,8,216,116,116,0,208,100,0
Dax Raymond,35985,TE,UTAH ST,11,42.0,0,329,63.8,71.3,66.1,0,0,11,3.8,4.2,100.0,2,0,0,215,0,0,0,512,13,309,0,0,202,277
Stephon Robinson Jr.,78136,WR,KANSAS,12,44.9,0,198,59.8,,62.3,0,0,0,0.0,0.0,,0,0,0,215,0,0,0,479,0,264,0,0,215,0
Dan Ellington,82121,QB,GA STATE,11,30.8,0,175,71.5,,60.1,0,0,0,0.0,0.0,,1,0,0,215,0,0,0,697,0,380,0,0,215,0
Maurice Ffrench,39871,WR,PITTSBURGH,14,45.3,0,268,72.2,76.4,62.8,0,0,2,0.9,0.8,100.0,4,0,0,214,0,0,0,472,2,240,0,0,212,7
Carl Tucker,47165,TE,N CAROLINA,10,55.0,0,245,73.0,83.8,76.6,0,0,30,15.3,14.6,100.0,3,0,0,214,0,0,1,389,30,205,0,3,184,107
Jaylen Hall,61825,WR,W MICHIGAN,13,58.2,0,347,56.6,,61.1,0,0,0,0.0,0.0,,1,0,0,214,0,0,0,368,0,154,0,0,214,0
Taj Harris,77970,WR,SYRACUSE,12,39.3,0,304,64.8,,66.6,0,0,0,0.0,0.0,,0,0,0,214,0,0,0,545,0,331,0,0,214,0
Naasir Watkins,81999,T,KENTUCKY,11,100.0,1,202,64.5,47.2,73.5,0,5,80,100.0,100.0,93.1,4,8,3,214,0,0,153,214,85,85,10,50,129,1
Daniel Jones,39395,QB,DUKE,11,29.1,0,154,82.9,,60.8,0,0,0,0.0,0.0,,0,0,0,213,0,0,0,731,0,458,0,0,213,0
Bo Melton,61610,WR,RUTGERS,12,41.4,0,278,55.0,74.3,59.1,0,0,2,0.7,0.7,100.0,0,0,0,213,0,0,0,514,2,297,0,0,211,1
Farrod Green,47033,TE,MISS STATE,13,64.0,0,227,59.3,65.4,64.6,1,1,32,21.5,23.1,93.7,0,3,1,213,0,0,0,333,36,156,0,0,177,225
Romeo Doubs,84329,WR,NEVADA,13,36.6,0,239,67.2,,64.3,0,0,0,0.0,0.0,,1,0,0,213,0,0,0,582,0,369,0,0,213,0
Jalen McKenzie,60817,T,USC,6,100.0,0,326,60.6,63.3,59.7,0,6,117,100.0,100.0,96.6,2,7,1,212,0,0,0,212,122,122,0,211,90,0
Andy Isabella,47448,WR,UMASS,12,32.3,0,216,93.2,,62.0,0,0,0,0.0,0.0,,6,0,0,212,0,0,0,657,0,434,0,0,212,9
Kato Nelson,40264,QB,AKRON,11,29.3,2,102,76.5,,60.4,0,0,0,0.0,0.0,,3,0,0,212,0,0,0,723,0,450,0,0,212,0
Tyler Wiegers,35825,QB,E MICHIGAN,12,37.1,0,160,64.2,,60.2,0,0,0,0.0,0.0,,1,0,0,212,0,0,0,572,0,338,0,0,212,0
Michael Lawrence,47737,WR,N TEXAS,13,33.9,0,251,57.3,,58.4,0,0,0,0.0,0.0,,2,0,0,212,0,0,0,626,0,414,0,0,212,0
Cooper McCaw,59795,TE,LIBERTY,8,91.4,0,206,76.2,74.7,75.3,0,1,53,73.6,73.7,99.1,0,1,0,212,0,0,13,232,56,76,0,0,156,203
Austin Fort,30778,TE,WYOMING,9,74.4,0,351,44.3,75.4,44.7,0,0,21,22.8,24.7,100.0,4,0,0,212,0,0,0,285,24,97,0,0,188,251
Avien Peah,42158,TE,UMASS,12,78.1,1,216,48.1,40.0,50.9,1,2,43,43.9,43.8,94.2,1,4,1,211,0,0,2,270,46,105,0,6,165,48
Hal Roberson,52301,G,USF,6,100.0,0,327,59.7,73.9,54.9,0,3,106,100.0,100.0,98.6,0,3,0,211,0,207,0,211,109,109,0,0,102,0
Tyraiq Beals,48318,WR,UCONN,12,50.1,0,146,51.2,62.1,61.6,0,0,0,0.0,0.5,,0,0,0,211,0,0,0,421,1,211,0,0,210,0
Trevon Bradford,40116,WR,OREGON ST,11,36.3,0,265,79.2,,56.6,0,0,0,0.0,0.0,,0,0,0,211,0,0,0,581,0,359,0,0,211,5
Mark Brooks,41609,T,W MICHIGAN,6,100.0,0,347,67.7,79.2,63.1,0,2,91,100.0,100.0,98.9,1,2,0,210,0,0,0,210,96,96,0,210,114,0
Scotty Washington,47964,WR,WAKE,10,52.1,1,339,61.1,,69.3,0,0,0,0.0,0.0,,1,0,0,210,0,0,0,403,0,193,0,0,210,0
Joq Savage,59813,T,LA MONROE,11,100.0,0,209,50.0,40.6,56.0,2,8,120,100.0,100.0,95.0,0,11,1,209,0,0,208,209,123,123,0,0,86,1
Deondre Douglas,47445,WR,TROY,11,43.4,0,318,71.6,,69.8,0,0,0,0.0,0.0,,1,0,0,209,0,0,0,482,0,269,0,0,209,0
Jackson Carman,52575,T,CLEMSON,13,100.0,0,140,73.2,70.7,72.2,2,1,78,100.0,100.0,96.8,1,4,1,209,0,0,207,209,82,82,0,0,127,2
Kawaan Baker,61639,WR,S ALABAMA,12,35.4,0,288,68.0,,59.2,0,0,0,0.0,0.0,,0,0,0,209,0,0,0,591,0,322,0,0,209,0
Danny Davis III,61836,WR,WISCONSIN,11,43.9,0,349,69.6,,70.2,0,0,0,0.0,0.0,,1,0,0,208,0,0,0,474,0,262,0,0,208,0
Tony Ellison,34830,WR,ARIZONA,12,39.3,1,109,64.2,,57.6,0,0,0,0.0,0.0,,2,0,0,208,0,0,0,529,0,321,0,0,208,10
Zack Annexstad,83516,QB,MINNESOTA,8,47.5,0,225,53.0,,62.1,0,0,0,0.0,0.0,,0,0,0,208,0,0,0,438,0,224,0,0,208,0
Ben Cleveland,41696,G,GEORGIA,7,100.0,0,173,75.5,90.9,72.0,0,0,96,100.0,100.0,100.0,0,0,0,208,0,0,0,208,100,100,201,5,108,0
Cole McDonald,38584,QB,HAWAII,13,24.0,0,180,77.1,,60.1,0,0,0,0.0,0.0,,3,0,0,208,0,0,0,865,0,588,0,0,208,0
Juwan Johnson,28305,WR,PENN STATE,10,45.4,0,266,62.8,,70.7,0,0,0,0.0,0.0,,2,0,0,208,0,0,0,458,0,250,0,0,208,0
Taivon Jacobs,28967,WR,MARYLAND,12,43.2,0,215,63.7,,68.9,0,0,0,0.0,0.0,,2,0,0,208,0,0,0,482,0,260,0,0,208,5
Ryan Mitchell,61487,WR,NAVY,13,78.1,0,237,64.1,70.1,67.7,0,0,1,1.8,3.3,100.0,2,0,0,207,0,0,3,265,2,60,0,7,205,1
Jordan Myers,41521,TE,RICE,12,57.2,0,275,73.4,71.7,64.3,0,0,11,7.3,7.5,100.0,0,0,0,207,0,0,1,362,12,161,0,1,195,271
Steven Peoples,29184,HB,VA TECH,13,37.6,0,337,73.8,77.3,63.2,0,1,114,39.7,38.9,98.7,0,2,1,207,0,0,0,551,118,303,0,0,89,4
Chase Garbers,60356,QB,CAL,12,34.7,0,130,68.9,,60.0,0,0,0,0.0,0.0,,1,0,0,207,0,0,0,596,0,347,0,0,207,0
Tiller Bucktrot,41807,G,TULSA,8,100.0,1,320,49.2,47.2,50.0,1,4,78,100.0,100.0,96.8,2,5,0,206,0,0,0,206,81,81,206,0,125,0
Drew Dan,39890,WR,NEW MEX ST,12,29.7,0,242,57.7,,48.0,0,0,0,0.0,0.0,,4,0,0,206,0,0,0,693,0,487,0,0,206,0
Dominique Robinson,61436,WR,MIAMI OH,12,51.0,0,221,58.5,,62.9,0,0,0,0.0,0.0,,3,0,0,206,0,0,0,404,0,198,0,0,206,0
Jaylon Redd,61586,WR,OREGON,13,39.8,0,264,66.2,46.1,66.8,0,0,1,0.3,0.3,100.0,2,0,0,206,0,0,0,517,1,309,0,0,205,0
Jaylen Miller,41460,T,DUKE,6,100.0,0,154,49.9,27.6,56.2,0,6,92,100.0,100.0,94.6,0,8,2,205,0,0,189,205,94,94,0,16,111,0
Emanuel Hall,39533,WR,MISSOURI,9,48.8,0,229,85.5,,70.4,0,0,0,0.0,0.0,,0,0,0,205,0,0,0,420,0,215,0,0,205,0
Clay Servin,75871,T,RICE,4,100.0,0,275,65.5,74.0,61.5,0,5,110,100.0,100.0,97.7,1,5,0,205,0,0,192,205,116,116,0,13,89,0
Tory Carter,57063,FB,LSU,12,86.1,0,211,64.6,75.2,58.7,0,1,32,52.5,50.8,98.4,1,1,0,205,0,0,0,238,32,63,0,0,173,161
