player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Isaac Erbes,78321,T,S DAKOTA,1,100.0,0,291,56.1,41.7,58.5,0,3,24,100.0,100.0,93.7,0,3,0,32,0,0,0,32,26,26,32,0,6,0
Jason Randall,31517,HB,MO STATE,4,29.1,1,230,60.7,63.0,57.4,1,0,11,16.7,18.6,86.4,1,2,1,32,0,0,0,110,13,70,0,0,19,0
Devone Humphrey,61797,WR,VA MILT IN,2,30.2,0,336,49.0,,62.2,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,106,0,74,0,0,32,0
Dawonya Tucker,24061,HB,PRVIEW A&M,3,23.0,0,270,67.6,48.1,57.7,1,0,14,18.2,19.5,89.3,0,2,1,32,0,0,0,139,16,82,0,0,16,0
Alex Cabrera,45338,WR,E KENTUCKY,2,58.2,0,159,57.8,,57.3,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,55,0,23,0,0,32,0
M.J. Kehoe,36280,TE,DELAWARE,7,91.4,0,151,61.8,65.4,63.3,0,0,1,25.0,25.0,100.0,0,0,0,32,0,0,0,35,1,4,0,0,31,31
Reece Udinski,60592,QB,VA MILT IN,2,26.7,0,336,45.3,,60.0,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,120,0,84,0,0,32,0
Josiah Crute,78550,HB,HOWARD,3,37.2,0,184,65.9,49.8,59.2,0,1,10,23.8,22.7,95.0,0,1,0,32,0,0,0,86,10,44,0,0,22,0
Shelton Eppler,78515,QB,NWSTATE,2,29.9,0,257,72.2,,60.0,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,107,0,74,0,0,32,0
Devin Young,61404,WR,MAINE,3,33.0,0,212,54.4,,74.9,0,0,0,0.0,0.0,,2,0,0,32,0,0,0,97,0,62,0,0,32,0
Jaylen Watson,61551,WR,NWSTATE,2,28.6,0,257,64.9,,49.1,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,112,0,80,0,0,32,0
